source,instances,feature_iac_file_loc,feature_iac_file_churn,feature_files_num_normalized_resources,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_nb_resources,feature_file_fanin,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
puppet-tripleo,1053,46,8,0.07,5,195,145,50,56.26,77.75,14.5,10,190,0.02,0.19,2,2,3,0,0.33,0.14,0.73,0,0.58,0.34,0.8,1.71,0,0.87,0,1,2,0,1
puppet-tripleo,1054,99,58,0.02,2,202,154,48,40.99,58.1,5.4,19,163,0.04,0.33,4,2,2,0,0.33,0.14,0.75,0.01,0.58,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1055,190,6,0.02,1,15,10,5,1.98,1.58,0.37,1,44,0.18,0.5,19,15,3,1,0.33,0.14,0.06,0.01,0.39,0.34,0.8,1.9,0,0.95,0,1,2,0,1
puppet-tripleo,1056,190,2,0.02,1,15,10,5,1.98,1.7,0.35,1,44,0.17,1,19,15,3,1,0.33,0.14,0.06,0.01,0.39,0.34,0.8,1.9,0,0.95,0,1,2,0,1
puppet-tripleo,1057,77,16,0.03,5,185,143,42,40.35,49.17,8,2,175,0.03,0.24,6,8,2,0,0.33,0.14,0.69,0,0.57,0.34,0.8,1.8,0,0.91,0,1,2,0,1
puppet-tripleo,1058,84,13,0.02,1,209,150,59,38.09,48.14,10.29,41,175,0.02,0.12,10,3,2,0,0.33,0.14,0.78,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1059,84,24,0.02,1,209,150,59,38.08,43.88,10.75,54,175,0.02,0.15,10,3,2,0,0.33,0.14,0.78,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1060,84,2,0.02,1,209,150,59,38.07,39.78,9.56,55,175,0.02,0.3,10,3,2,0,0.33,0.14,0.78,0.01,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1061,243,25,0.02,2,195,152,43,18.04,24.08,2.38,7,30,0.08,0.7,21,9,4,0,0.33,0.14,0.73,0,0.58,0.34,0.8,1.92,0,0.96,0,1,2,0,1
puppet-tripleo,1062,243,24,0.02,2,196,152,44,18.04,24,2.8,11,31,0.08,1.27,21,9,4,0,0.33,0.14,0.81,0.05,0.6,0.34,0.8,1.92,0,0.96,0.08,1,2,0,1
puppet-tripleo,1063,66,17,0.06,3,190,149,41,44.39,63.67,5.67,1,178,0.05,0.64,4,0,4,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.9,0,0.95,0,1,2,0,1
puppet-tripleo,1064,33,4,0.06,3,187,149,38,88.19,133.25,10.75,8,175,0.02,0.2,1,0,2,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.73,0,0.88,0,1,2,0,1
puppet-tripleo,1065,48,22,0.04,2,194,148,46,43.75,65,12.75,14,125,0.02,0.19,2,1,2,0,0.33,0.14,0.72,0,0.58,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1066,66,42,0.03,2,195,149,46,43.73,57,10.2,28,126,0.03,0.25,4,2,2,0,0.33,0.14,0.73,0.01,0.58,0.34,0.8,1.83,0,0.92,0.08,1,2,0,1
puppet-tripleo,1067,43,2,0.05,1,6,3,3,4.44,2.5,2,3,175,0.14,0.04,2,1,2,0,0.33,0.14,0.02,0,0.36,0.34,0.8,1.81,0,0.91,0,1,2,0,1
puppet-tripleo,1068,43,8,0.05,1,6,3,3,4.44,3.33,1.33,3,175,0.05,0.1,2,1,2,0,0.33,0.14,0.04,0,0.37,0.34,0.8,1.81,0,0.91,0,1,2,0,1
puppet-tripleo,1069,116,52,0.04,4,206,148,58,21.39,25.61,4.61,42,190,0.09,0.76,15,0,4,0,0.33,0.14,0.77,0.01,0.59,0.34,0.8,1.93,0,0.96,0,1,2,0,1
puppet-tripleo,1070,115,1,0.04,3,206,148,58,21.38,24.67,4.42,42,190,0.09,1.23,15,0,4,0,0.33,0.14,0.77,0.01,0.59,0.34,0.8,1.93,0,0.96,0,1,2,0,1
puppet-tripleo,1071,156,40,0.03,6,206,148,58,21.38,23.72,4.28,42,190,0.09,1.23,22,1,4,0,0.33,0.14,0.77,0.01,0.59,0.34,0.8,1.93,0,0.96,0,1,2,0,1
puppet-tripleo,1072,54,7,0.04,1,3,1,2,3.96,2,2,2,155,0.14,0.05,4,0,2,0,0.33,0.14,0.01,0,0.01,0.34,0.8,1.73,0,0.88,0,1,2,0,1
puppet-tripleo,1073,71,16,0.03,1,10,4,6,6.23,3.67,2.67,5,153,0.15,0.14,7,2,2,0,0.33,0.14,0.04,0,0.37,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1074,41,4,0.07,2,181,143,38,45.83,76,14.67,3,115,0.01,0.1,2,0,3,0,0.33,0.14,0.67,0,0.56,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1075,58,38,0.04,2,196,148,48,30.32,44,9,16,125,0.02,0.19,3,1,2,0,0.33,0.14,0.73,0.01,0.58,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1076,76,60,0.03,2,197,149,48,30.32,41.29,7.71,28,126,0.03,0.25,4,2,2,0,0.33,0.14,0.74,0.01,0.58,0.34,0.8,1.83,0,0.92,0.08,1,2,0,1
puppet-tripleo,1077,34,4,0.06,4,187,149,38,87.94,133,10.75,11,156,0.02,0.2,1,0,2,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.78,0,0.9,0,1,2,0,1
puppet-tripleo,1078,253,2,0.02,9,184,143,41,13.3,19.77,3.92,1,175,0.04,0.2,29,9,4,0,0.33,0.14,0.69,0.01,0.57,0.34,0.8,1.91,0,0.95,0,1,2,0,1
puppet-tripleo,1079,253,12,0.02,9,184,143,41,13.3,18.43,3.71,1,175,0.04,0.29,29,9,4,0,0.33,0.14,0.69,0.01,0.57,0.34,0.8,1.91,0,0.95,0,1,2,0,1
puppet-tripleo,1080,253,2,0.02,9,184,143,41,13.29,17.47,3.47,2,175,0.04,0.6,29,9,4,0,0.33,0.14,0.69,0.01,0.57,0.34,0.8,1.91,0,0.95,0,1,2,0,1
puppet-tripleo,1081,253,4,0.02,9,185,144,41,13.3,18.88,3.62,2,176,0.04,0.78,29,9,4,0,0.33,0.14,0.72,0.02,0.58,0.34,0.8,1.91,0,0.95,0.08,1,2,0,1
puppet-tripleo,1082,36,4,0.06,3,186,148,38,39.23,60.57,6.14,9,175,0.04,0.27,1,0,2,0,0.33,0.14,0.69,0,0.57,0.34,0.8,1.72,0,0.88,0,1,2,0,1
puppet-tripleo,1083,36,2,0.06,3,186,148,38,39.21,53.75,5.38,13,175,0.04,0.29,1,0,2,0,0.33,0.14,0.69,0,0.57,0.34,0.8,1.72,0,0.88,0,1,2,0,1
puppet-tripleo,1084,67,12,0.03,2,200,154,46,38.49,54.09,4.91,1,163,0.04,0.33,5,1,2,0,0.33,0.14,0.74,0,0.58,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1085,48,7,0.04,1,26,10,16,18.88,9.83,9.83,8,163,0.1,0.2,0,0,2,0,0.33,0.14,0.1,0,0.38,0.34,0.8,1.75,0,0.89,0,1,2,0,1
puppet-tripleo,1086,37,4,0.06,3,187,148,39,84.93,134.33,14.67,12,178,0.02,0.21,1,0,2,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.8,0,0.91,0,1,2,0,1
puppet-tripleo,1087,84,13,0.02,1,210,150,60,38.78,48.43,10.71,41,153,0.02,0.12,10,3,2,0,0.33,0.14,0.78,0,0.59,0.34,0.8,1.84,0,0.93,0,1,2,0,1
puppet-tripleo,1088,84,24,0.02,1,210,150,60,38.78,44.12,11.12,54,153,0.02,0.14,10,3,2,0,0.33,0.14,0.78,0,0.59,0.34,0.8,1.84,0,0.93,0,1,2,0,1
puppet-tripleo,1089,84,2,0.02,1,210,150,60,38.76,39.44,9.89,54,153,0.02,0.3,10,3,2,0,0.33,0.14,0.78,0,0.59,0.34,0.8,1.84,0,0.93,0,1,2,0,1
puppet-tripleo,1090,40,3,0.05,9,188,148,40,44.45,69,7.5,8,175,0.02,0.15,1,0,2,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.82,0,0.92,0,1,2,0,1
puppet-tripleo,1091,40,4,0.05,9,188,148,40,44.42,59.57,6.43,10,175,0.03,0.25,1,0,2,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.82,0,0.92,0,1,2,0,1
puppet-tripleo,1092,41,1,0.05,10,188,148,40,44.4,53,5.62,13,175,0.04,0.25,1,0,2,0,0.33,0.14,0.7,0.01,0.57,0.34,0.8,1.82,0,0.92,0,1,2,0,1
puppet-tripleo,1093,36,4,0.06,3,186,148,38,85.59,135.33,14.33,13,163,0.02,0.14,1,0,2,0,0.33,0.14,0.69,0,0.57,0.34,0.8,1.77,0,0.9,0,1,2,0,1
puppet-tripleo,1094,146,17,0.02,2,215,163,52,30.74,40.93,4.93,13,163,0.04,0.26,15,8,3,0,0.33,0.14,0.8,0.03,0.59,0.34,0.8,1.89,0,0.95,0,1,2,0,1
puppet-tripleo,1095,147,23,0.02,2,215,163,52,30.73,38.44,4.75,13,163,0.04,0.33,15,8,3,0,0.33,0.14,0.8,0.03,0.6,0.34,0.8,1.89,0,0.95,0,1,2,0,1
puppet-tripleo,1096,101,3,0.03,1,9,3,6,4.61,2.67,2,2,17,0.04,0.09,9,3,3,0,0.33,0.14,0.03,0,0.39,0.34,0.8,1.89,0,0.95,0,1,2,0,1
puppet-tripleo,1097,101,4,0.03,1,9,3,6,4.6,2.5,1.5,2,17,0.05,0.29,9,3,3,0,0.33,0.14,0.03,0,0.39,0.34,0.8,1.89,0,0.95,0,1,2,0,1
puppet-tripleo,1098,90,22,0.03,2,185,145,40,18.12,25.3,4.6,4,165,0.04,0.5,12,0,3,0,0.33,0.14,0.69,0,0.57,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1099,644,2,0.01,3,198,153,45,10.09,13.14,1.08,2,20,0.1,0.68,52,51,9,0,0.33,0.14,0.74,0.01,0.58,0.34,0.8,1.99,0,0.99,0,1,2,0,1
puppet-tripleo,1100,634,24,0.01,3,198,153,45,10.09,12.98,1.06,2,20,0.1,0.85,52,47,9,0,0.33,0.14,0.74,0.01,0.58,0.34,0.8,1.99,0,0.99,0,1,2,0,1
puppet-tripleo,1101,687,71,0.01,3,199,153,46,10.09,12.48,1.22,2,21,0.1,1.55,58,67,9,0,0.33,0.14,0.83,0.06,0.6,0.34,0.8,1.99,0,0.99,0.08,1,2,0,1
puppet-tripleo,1102,697,14,0.01,3,199,153,46,10.09,12.49,1.2,2,21,0.1,1.55,59,69,9,0,0.33,0.14,0.84,0.06,0.6,0.34,0.8,1.99,0,0.99,0.08,1,2,0,1
puppet-tripleo,1103,66,24,0.03,2,19,13,6,7.29,6,1.5,13,125,0.05,0.1,4,2,2,0,0.33,0.14,0.07,0,0.4,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1104,36,4,0.06,4,197,148,49,58.05,84.8,12,5,190,0.02,0.19,1,0,2,0,0.33,0.14,0.73,0,0.57,0.34,0.8,1.73,0,0.88,0,1,2,0,1
puppet-tripleo,1105,95,4,0.05,14,203,151,52,19.54,25.52,2.28,3,163,0.13,0.92,4,2,4,0,0.33,0.14,0.76,0.02,0.59,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1106,95,16,0.05,14,205,152,53,19.54,24.73,2.23,3,165,0.13,1.57,4,2,4,0,0.33,0.14,0.76,0.02,0.59,0.34,0.8,1.88,0,0.94,0.11,1,2,0.01,1
puppet-tripleo,1107,91,4,0.05,13,211,158,53,19.54,25.03,2.16,14,171,0.13,2.44,4,2,4,0,0.32,0.13,0.79,0.05,0.59,0.34,0.8,1.88,0,0.94,0.22,0.98,2,0.02,1
puppet-tripleo,1108,91,4,0.05,13,211,158,53,19.54,24.31,2.09,14,171,0.13,2.2,4,2,4,0,0.32,0.13,0.79,0.05,0.59,0.34,0.8,1.88,0,0.94,0.22,0.98,2,0.02,1
puppet-tripleo,1109,373,24,0.01,2,195,151,44,17.42,23.67,2.17,6,47,0.07,0.55,30,26,4,0,0.33,0.14,0.73,0.01,0.57,0.34,0.8,1.95,0,0.97,0,1,2,0,1
puppet-tripleo,1110,373,64,0.01,2,196,151,45,17.43,23.6,2.6,10,48,0.07,1.09,30,26,4,0,0.33,0.14,0.81,0.06,0.6,0.34,0.8,1.95,0,0.97,0.08,1,2,0,1
puppet-tripleo,1111,87,20,0.05,8,186,145,41,49.28,69,9.8,41,175,0.03,0.25,5,6,4,0,0.33,0.14,0.69,0,0.57,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1112,94,15,0.04,8,186,145,41,49.25,60.17,8.17,48,175,0.03,0.42,6,6,4,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1113,180,35,0.03,9,227,155,72,19.56,22.07,3.52,49,190,0.08,0.58,25,5,5,0,0.33,0.14,0.85,0.01,0.6,0.34,0.8,1.94,0,0.97,0,1,2,0,1
puppet-tripleo,1114,180,76,0.03,9,227,155,72,19.56,21.63,3.51,51,190,0.08,0.7,25,5,5,0,0.33,0.14,0.85,0.01,0.6,0.34,0.8,1.94,0,0.97,0,1,2,0,1
puppet-tripleo,1115,180,2,0.03,9,227,155,72,19.56,21.5,3.43,52,190,0.08,1.4,25,5,5,0,0.33,0.14,0.85,0.01,0.6,0.34,0.8,1.94,0,0.97,0,1,2,0,1
puppet-tripleo,1116,171,52,0.02,1,6,0,6,2.87,1,1.89,1,175,0.43,0.14,23,7,4,0,0.33,0.14,0.02,0,0.01,0.34,0.8,1.84,0,0.93,0,1,2,0,1
puppet-tripleo,1117,84,13,0.02,1,208,150,58,37.81,48.14,10,41,177,0.02,0.12,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.89,0,0.95,0,1,2,0,1
puppet-tripleo,1118,84,24,0.02,1,208,150,58,37.8,43.88,10.5,54,177,0.02,0.14,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.89,0,0.95,0,1,2,0,1
puppet-tripleo,1119,84,2,0.02,1,209,151,58,37.8,41.78,9.33,56,178,0.02,0.4,10,3,2,0,0.33,0.14,0.8,0.01,0.6,0.34,0.8,1.89,0,0.95,0.08,1,2,0,1
puppet-tripleo,1120,75,4,0.05,10,189,150,39,30.55,45.33,3.83,2,175,0.05,0.43,5,0,4,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.87,0,0.94,0,1,2,0,1
puppet-tripleo,1121,396,24,0.02,6,194,150,44,16.8,22.33,1.96,6,19,0.08,0.65,28,18,7,0,0.33,0.14,0.72,0,0.57,0.34,0.8,1.98,0,0.99,0,1,2,0,1
puppet-tripleo,1122,380,52,0.02,3,195,150,45,16.8,22.32,2.36,9,20,0.08,0.76,27,22,7,0,0.33,0.14,0.81,0.05,0.6,0.34,0.8,1.98,0,0.99,0.08,1,2,0,1
puppet-tripleo,1123,370,38,0.02,3,195,150,45,16.8,21.62,2.28,9,20,0.08,1.27,27,18,7,0,0.33,0.14,0.81,0.05,0.6,0.34,0.8,1.98,0,0.99,0.08,1,2,0,1
puppet-tripleo,1124,70,28,0.03,2,18,13,5,6.43,5,1.6,14,125,0.05,0.1,4,2,2,0,0.33,0.14,0.07,0,0.4,0.34,0.8,1.83,0,0.92,0,1,2,0,1
puppet-tripleo,1125,59,40,0.05,3,187,144,43,20.07,27.3,6.4,2,115,0.04,0.35,4,0,3,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1126,59,16,0.05,3,187,144,43,20.06,25.09,5.91,2,115,0.05,0.4,4,0,3,0,0.33,0.14,0.7,0.01,0.57,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1127,59,2,0.05,3,187,144,43,20.06,24.33,5.42,4,115,0.05,0.8,4,0,3,0,0.33,0.14,0.7,0.01,0.57,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1128,97,16,0.04,5,190,149,41,40.26,56.73,4.36,2,178,0.06,0.55,7,2,4,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1129,119,38,0.03,5,190,149,41,40.25,52.42,4,2,178,0.06,0.65,9,4,4,0,0.33,0.14,0.72,0,0.58,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1130,76,2,0.03,3,181,143,38,23.38,29.25,5.38,1,15,0.03,0.5,2,0,2,0,0.33,0.14,0.67,0,0.56,0.34,0.8,1.81,0,0.91,0,1,2,0,1
puppet-tripleo,1131,166,58,0.02,4,185,145,40,16.71,26.33,5.33,2,165,0.03,0.25,15,4,4,1,0.33,0.14,0.69,0,0.57,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1132,158,10,0.02,2,187,144,43,18.56,27.33,6.22,1,175,0.03,0.24,12,19,3,0,0.33,0.14,0.7,0.01,0.57,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1133,98,70,0.03,6,190,144,46,43.25,62.75,14.5,19,175,0.02,0.11,7,5,3,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1134,98,16,0.03,6,190,144,46,43.22,50.4,11.8,20,175,0.02,0.2,7,5,3,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1135,105,17,0.03,6,190,144,46,43.18,43.67,9.83,27,175,0.02,0.33,8,4,3,0,0.33,0.14,0.71,0.01,0.58,0.34,0.8,1.88,0,0.94,0,1,2,0,1
puppet-tripleo,1136,84,13,0.02,1,208,150,58,37.95,48.14,10.14,40,176,0.02,0.12,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1137,84,24,0.02,1,208,150,58,37.94,43.88,10.62,53,176,0.02,0.14,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1138,84,2,0.02,1,208,150,58,37.93,39.56,9.44,53,176,0.02,0.4,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1139,46,8,0.07,3,191,151,40,56.39,77.89,5,7,175,0.05,0.41,2,2,3,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.73,0,0.88,0,1,2,0,1
puppet-tripleo,1140,46,4,0.07,3,191,151,40,56.37,70.6,4.5,10,175,0.06,0.48,2,2,3,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.73,0,0.88,0,1,2,0,1
puppet-tripleo,1141,47,1,0.07,4,191,151,40,56.34,64.64,4.09,10,175,0.06,0.71,2,2,3,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.73,0,0.88,0,1,2,0,1
puppet-tripleo,1142,35,4,0.06,3,187,149,38,76.54,112.8,8.6,11,178,0.03,0.36,1,0,2,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.81,0,0.91,0,1,2,0,1
puppet-tripleo,1143,33,4,0.06,3,181,143,38,72.63,118,22,15,175,0.01,0.1,1,0,2,0,0.33,0.14,0.67,0,0.56,0.34,0.8,1.72,0,0.88,0,1,2,0,1
puppet-tripleo,1144,20,12,0.05,2,186,148,38,84.6,134.33,14.33,1,178,0.02,0.21,1,0,1,0,0.33,0.14,0.69,0,0.57,0.34,0.8,1.65,0,0.85,0,1,2,0,1
puppet-tripleo,1145,20,2,0.05,2,192,154,38,84.54,109.25,10.75,13,184,0.02,0.4,1,0,1,0,0.32,0.13,0.72,0.02,0.57,0.34,0.8,1.65,0,0.85,0.19,0.98,2,0.02,1
puppet-tripleo,1146,84,13,0.02,1,208,150,58,37.95,48.14,10.14,40,175,0.02,0.12,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1147,84,24,0.02,1,208,150,58,37.94,43.88,10.62,53,175,0.02,0.14,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1148,84,2,0.02,1,208,150,58,37.93,39.56,9.44,55,175,0.02,0.14,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1149,84,2,0.02,1,208,150,58,37.91,36.1,8.5,55,175,0.02,0.3,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1150,179,20,0.04,15,196,151,45,26.41,37,4.33,3,175,0.06,0.55,10,14,7,0,0.33,0.14,0.73,0.01,0.58,0.34,0.8,1.9,0,0.95,0,1,2,0,1
puppet-tripleo,1151,179,4,0.04,15,196,151,45,26.4,34.75,4.12,3,175,0.06,0.55,10,14,7,0,0.33,0.14,0.73,0.01,0.58,0.34,0.8,1.9,0,0.95,0,1,2,0,1
puppet-tripleo,1152,84,13,0.02,1,208,150,58,39.06,48.71,10.71,39,175,0.02,0.12,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1153,84,24,0.02,1,208,150,58,39.05,44.38,11.12,52,175,0.02,0.14,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1154,84,2,0.02,1,208,150,58,39.03,40.11,9.89,55,175,0.02,0.14,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1155,84,2,0.02,1,208,150,58,39.01,36.7,8.9,55,175,0.02,0.3,10,3,2,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1156,129,56,0.04,6,208,150,58,31.24,36.89,5.74,41,190,0.07,0.55,16,2,5,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1157,129,16,0.04,6,208,150,58,31.24,35.35,5.45,41,190,0.07,0.57,16,2,5,0,0.33,0.14,0.77,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1158,50,6,0.06,6,189,151,38,46.85,67.67,4.89,14,175,0.04,0.35,2,2,3,0,0.33,0.14,0.7,0,0.57,0.34,0.8,1.78,0,0.9,0,1,2,0,1
puppet-tripleo,1159,50,8,0.06,6,189,151,38,46.84,61,4.6,15,175,0.05,0.4,2,2,3,0,0.33,0.14,0.71,0,0.58,0.34,0.8,1.78,0,0.9,0,1,2,0,1
puppet-tripleo,1160,110,1,0.02,3,190,149,41,48.97,71,6,2,156,0.04,0.29,11,6,2,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.84,0,0.92,0,1,2,0,1
puppet-tripleo,1161,111,5,0.02,3,191,150,41,48.95,63.44,5.44,2,157,0.04,0.29,11,6,2,0,0.33,0.14,0.71,0,0.57,0.34,0.8,1.84,0,0.92,0.08,1,2,0,1
puppet-tripleo,1162,83,17,0.04,2,190,150,40,42.24,61.89,5.22,3,190,0.04,0.21,5,0,3,0,0.33,0.14,0.71,0.01,0.57,0.34,0.8,1.84,0,0.93,0,1,2,0,1
puppet-tripleo,1163,84,13,0.02,1,211,153,58,43.43,57.44,8.22,41,175,0.04,0.25,10,3,2,0,0.33,0.14,0.79,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1164,84,24,0.02,1,211,153,58,43.42,53.1,8.8,54,175,0.04,0.3,10,3,2,0,0.33,0.14,0.79,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1165,84,2,0.02,1,211,153,58,43.41,49.73,8,56,175,0.03,0.6,10,3,2,0,0.33,0.14,0.79,0,0.59,0.34,0.8,1.86,0,0.93,0,1,2,0,1
puppet-tripleo,1166,64,2,0.05,1,3,1,2,3.47,2,1.5,1,11,0.33,0.05,3,1,3,0,0.33,0.14,0.01,0,0.35,0.34,0.8,1.84,0,0.93,0,1,2,0,1
puppet-tripleo,1167,41,23,0.08,1,181,143,38,18.18,29.25,5.75,1,44,0.03,0.24,1,0,3,0,0.33,0.14,0.67,0,0.56,0.34,0.8,1.81,0,0.91,0,1,2,0,1
puppet-tripleo,1168,87,20,0.05,5,201,151,50,37.55,49.07,4.47,43,175,0.07,0.5,5,6,4,0,0.33,0.14,0.75,0,0.58,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1169,87,6,0.05,5,201,151,50,37.54,46.31,4.19,45,175,0.06,0.52,5,6,4,0,0.33,0.14,0.75,0,0.58,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1170,94,15,0.04,5,201,151,50,37.53,43.88,3.94,45,175,0.06,0.92,6,6,4,0,0.33,0.14,0.75,0,0.58,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1171,98,22,0.04,7,202,150,52,24.4,31.15,3.7,39,175,0.08,0.59,6,6,4,0,0.33,0.14,0.75,0,0.58,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1172,98,6,0.04,7,202,150,52,24.39,29.95,3.52,43,175,0.08,0.62,6,6,4,0,0.33,0.14,0.75,0,0.58,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1173,105,15,0.04,7,202,150,52,24.39,28.86,3.36,43,175,0.08,1.08,7,6,4,0,0.33,0.14,0.75,0,0.58,0.34,0.8,1.85,0,0.93,0,1,2,0,1
puppet-tripleo,1174,51,12,0.06,1,183,143,40,46.82,76.33,15.33,2,127,0.01,0.14,4,0,3,0,0.33,0.14,0.68,0,0.56,0.34,0.8,1.84,0,0.92,0,1,2,0,1
puppet-openstack-integration,1175,146,19,0.02,5,47,45,2,4.08,5,0.18,1,50,0.19,3,3,0,3,0,0.51,0.44,1.29,0,0.74,0.25,0.91,2.02,0,1,0,1.01,2.02,0,1
puppet-openstack-integration,1176,146,10,0.02,5,47,45,2,4.08,4.88,0.19,1,50,0.19,3,3,0,3,0,0.51,0.44,1.29,0,0.74,0.25,0.91,2.02,0,1,0,1.01,2.02,0,1
puppet-openstack-integration,1177,146,2,0.02,5,47,45,2,4.09,5.25,0.19,3,50,0.19,3,3,0,3,0,0.51,0.43,1.3,0.03,0.74,0.25,0.91,2.02,0,1,0,1.01,2.02,0,1
puppet-openstack-integration,1178,147,1,0.02,5,47,45,2,4.1,5.89,0.19,3,50,0.19,3,3,0,3,0,0.51,0.43,1.38,0.04,0.76,0.25,0.91,2.02,0,1,0,1.01,2.02,0,1
