instances,source,feature_iac_file_loc,feature_iac_file_churn,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_avg_play_size,feature_file_avg_task_size,feature_file_num_plays,feature_file_num_tasks,feature_file_num_commands,feature_file_num_blocks,feature_file_num_Distinctmodules,feature_file_num_ExternalModules,feature_file_num_FactModules,feature_file_num_Paths,feature_file_num_Roles,feature_file_num_DeprecatedModules,feature_num_ImportedRoles,feature_num_ImportedPlaybooks,feature_num_ImportedTasks,feature_num_IncludedRoles,feature_num_IncludedVars,feature_num_Includes,feature_num_IncludedTasks,feature_file_num_normalized_resources,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
656,algo,22,2,0,77,46,31,17.04,13.33,10,2,31,0.03,0.31,8,1,0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.45,1.29,0.01,0.74,0.4,0.82,1.76,0,0.89,0,1.01,2.01,0,1
657,algo,63,56,0,17,6,11,11.34,4.33,5,3,22,0.04,0.15,10,1,0,11,0,5,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0.11,0.45,0.45,0.29,0,0.53,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
658,algo,35,34,0,57,37,20,25.48,23.5,13.5,2,22,0.01,0.02,6,1,0,8,0,4,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0.14,0.45,0.45,0.96,0,0.66,0.4,0.82,1.74,0,0.88,0,1.01,2.01,0,1
659,algo,11,24,0,57,37,20,25.38,16.33,11,2,22,0.01,0.03,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.45,0.44,1.02,0.02,0.67,0.4,0.82,1.74,0,0.88,0,1.01,2.01,0,1
660,algo,11,2,0,58,37,21,25.25,12.5,9,2,23,0.02,0.15,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.45,0.43,1.04,0.04,0.68,0.4,0.82,1.74,0,0.88,0.16,0.99,2.01,0.01,1
661,algo,101,6,0,85,47,38,24.5,21,16.5,1,22,0.02,0.06,7,3,0,11,0,8,3,2,6,2,0,3,0,0,0,0,0,0,0,0,0,0.1,0.45,0.45,1.43,0.01,0.78,0.4,0.82,1.88,0,0.94,0,1.01,2.01,0,1
662,algo,101,68,0,85,47,38,24.47,18.57,14.71,1,22,0.01,0.15,7,3,0,11,0,8,3,2,6,2,0,3,0,0,0,0,0,0,0,0,0,0.1,0.45,0.44,1.43,0.03,0.78,0.4,0.82,1.88,0,0.94,0,1.01,2.01,0,1
663,algo,26,13,0,35,15,20,30.24,18,22,2,7,0.01,0.08,5,0,0,25,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.04,0.45,0.45,0.59,0,0.59,0.4,0.82,1.83,0,0.92,0,1.01,2.01,0,1
664,algo,56,4,1,75,46,29,24.16,23.6,14.6,1,40,0.02,0.1,0,1,0,36,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.05,0.45,0.45,1.26,0,0.73,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
665,algo,56,88,1,75,46,29,24.11,19.83,12.5,1,40,0.02,0.23,0,1,0,36,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.05,0.45,0.45,1.26,0,0.73,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
666,algo,48,2,0,70,40,30,26.79,20.33,17.33,1,12,0.01,0.03,13,1,0,7,0,6,1,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0.12,0.45,0.45,1.18,0,0.71,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
667,algo,48,2,0,70,40,30,26.72,16.25,14,1,12,0.01,0.08,13,1,0,7,0,6,1,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0.12,0.45,0.44,1.18,0.02,0.71,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
668,algo,26,6,0,42,27,15,15.77,17.33,12.33,1,32,0.01,0.04,4,1,0,9,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.45,0.45,0.71,0,0.6,0.4,0.82,1.78,0,0.89,0,1.01,2.01,0,1
669,algo,26,30,0,42,27,15,15.72,13.25,9.5,1,32,0.01,0.08,4,1,0,9,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.45,0.45,0.71,0,0.6,0.4,0.82,1.78,0,0.89,0,1.01,2.01,0,1
670,algo,12,1,4,18,13,5,11.55,8.67,4.67,1,26,0.03,0.15,0,0,0,2,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0.33,0.45,0.45,0.3,0,0.53,0.4,0.82,0.65,0,0.6,0,1.01,2.01,0,1
671,algo,82,21,1,92,56,36,25.21,21.44,14.56,1,40,0.01,0.04,9,5,0,7,0,12,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0.15,0.45,0.45,1.55,0.01,0.82,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
672,algo,82,2,1,94,56,38,25.2,20.3,13.5,1,42,0.01,0.15,9,5,0,7,0,12,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0.15,0.45,0.43,1.57,0.05,0.82,0.4,0.82,1.92,0,0.95,0.23,0.98,2.01,0.03,1
673,algo,56,1,1,95,55,40,20.11,14.67,13.89,1,3,0.01,0.02,27,0,0,7,0,7,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0.45,0.45,1.6,0.02,0.83,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
674,algo,55,7,1,95,55,40,20.11,13.9,13.3,1,3,0.01,0.08,27,0,0,7,0,7,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0.13,0.46,0.41,1.63,0.12,0.84,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
675,algo,54,4,0,80,52,28,14.58,12.3,9.5,1,3,0.02,0.1,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07,0.45,0.45,1.34,0.01,0.75,0.4,0.82,1.88,0,0.94,0,1.01,2.01,0,1
676,algo,53,2,0,80,52,28,14.56,10.67,8.25,1,3,0.02,0.13,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.44,1.35,0.03,0.75,0.4,0.82,1.88,0,0.94,0,1.01,2.01,0,1
677,algo,53,86,0,82,52,30,14.56,10.62,7.92,1,5,0.03,0.31,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.46,0.43,1.39,0.06,0.77,0.4,0.82,1.88,0,0.94,0.23,0.98,2.01,0.03,1
678,algo,117,4,0,84,47,37,10.37,8.35,5.46,1,22,0.04,0.16,11,2,0,25,0,4,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0.04,0.45,0.45,1.41,0.02,0.77,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
679,algo,117,2,0,84,47,37,10.37,8.19,5.41,1,22,0.04,0.25,11,2,0,25,0,4,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0.04,0.45,0.44,1.42,0.04,0.77,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
680,algo,117,156,0,84,47,37,10.36,7.93,5.32,1,22,0.04,0.46,11,2,0,25,0,4,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0.04,0.45,0.43,1.42,0.06,0.78,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
681,algo,17,2,2,15,7,8,7.68,4.5,4,1,5,0.02,0.08,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0.24,0.45,0.45,0.25,0,0.53,0.4,0.82,1.79,0,0.9,0,1.01,2.01,0,1
682,algo,59,13,0,71,40,31,24.11,19.33,15.33,3,6,0.02,0.15,9,1,0,14,0,4,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0.07,0.45,0.45,1.19,0.01,0.71,0.4,0.82,1.85,0,0.92,0,1.01,2.01,0,1
683,algo,29,2,3,90,56,34,8.52,6.75,4.11,2,41,0.05,0.35,5,1,0,4,0,6,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0.21,0.45,0.45,1.51,0.01,0.8,0.4,0.82,1.83,0,0.92,0,1.01,2.01,0,1
684,algo,30,3,3,92,56,36,8.52,6.82,4.11,2,43,0.06,0.45,5,1,0,4,0,6,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0.2,0.45,0.43,1.54,0.05,0.81,0.4,0.82,1.83,0,0.92,0.23,0.98,2.01,0.03,1
685,algo,30,2,3,92,56,36,8.52,6.7,4.04,2,43,0.06,0.77,5,1,0,4,0,6,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0.2,0.45,0.43,1.54,0.05,0.81,0.4,0.82,1.83,0,0.92,0.23,0.98,2.01,0.03,1
686,algo,45,3,0,74,50,24,30.78,26,18,1,31,0.01,0.03,3,0,0,44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.45,0.45,1.24,0,0.73,0.4,0.82,1.68,0,0.86,0,1.01,2.01,0,1
687,algo,6,41,0,75,50,25,30.56,16.4,11.2,1,32,0.02,0.09,3,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.44,1.25,0.02,0.73,0.4,0.82,1.68,0,0.86,0.16,0.99,2.01,0.01,1
688,algo,6,2,0,77,50,27,30.5,15.33,10,1,34,0.02,0.23,3,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.46,0.43,1.3,0.06,0.74,0.4,0.82,1.68,0,0.86,0.28,0.97,2.01,0.04,1
689,algo,3,2,0,52,36,16,22.44,22.5,11,4,13,0.03,0.09,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.45,0.45,0.87,0,0.64,0.4,0.82,1.53,0,0.8,0,1.01,2.01,0,1
690,algo,53,4,0,58,40,18,37.74,25.33,19,3,32,0.01,0.15,11,3,0,6,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.45,0.45,0.97,0,0.66,0.4,0.82,1.81,0,0.91,0,1.01,2.01,0,1
691,algo,48,2,0,37,24,13,34.42,26,23,2,32,0.01,0.05,8,3,0,5,0,7,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.45,0.62,0,0.59,0.4,0.82,1.83,0,0.92,0,1.01,2.01,0,1
692,algo,26,32,0,15,7,8,14.38,8,8,2,5,0.02,0.08,2,2,0,12,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.12,0.45,0.45,0.25,0,0.53,0.4,0.82,1.79,0,0.9,0,1.01,2.01,0,1
693,algo,78,5,1,84,47,37,14.61,13.09,8.64,1,25,0.03,0.31,14,1,0,8,0,10,1,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0.13,0.45,0.45,1.41,0.01,0.77,0.4,0.82,1.89,0,0.94,0,1.01,2.01,0,1
694,algo,55,6,0,90,53,37,27.15,21.25,17.5,1,25,0.01,0.02,12,0,0,8,0,6,0,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0.13,0.45,0.45,1.51,0.01,0.8,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
695,algo,54,37,0,90,53,37,27.09,17.6,14.2,1,25,0.01,0.15,12,0,0,8,0,6,0,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0.13,0.45,0.45,1.51,0.01,0.8,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
696,algo,25,1,0,35,15,20,30.24,18,22,1,25,0,0,10,0,0,12,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0.08,0.45,0.45,0.59,0,0.59,0.4,0.82,1.74,0,0.88,0,1.01,2.01,0,1
697,algo,84,36,2,74,44,30,8.35,6.18,4.23,1,40,0.04,0.46,27,3,0,11,0,7,0,1,6,1,0,0,0,0,0,0,2,0,0,0,0,0.1,0.45,0.45,1.24,0.01,0.73,0.4,0.82,1.93,0,0.96,0,1.01,2.01,0,1
698,algo,30,3,2,72,46,26,8.92,7.53,4.09,1,43,0.06,0.3,0,1,0,4,0,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.45,0.45,1.21,0,0.72,0.4,0.82,1.86,0,0.93,0,1.01,2.01,0,1
699,algo,3,1,0,9,8,1,14.89,13,4,3,8,0.06,0.15,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.45,0.45,0.15,0,0.5,0.4,0.82,1.69,0,0.86,0,1.01,2.01,0,1
700,algo,41,2,5,76,44,32,25.04,17.25,15.25,1,44,0.01,0.02,10,0,0,3,0,10,0,0,10,0,0,1,0,0,0,0,4,0,0,0,1,0.24,0.45,0.45,1.28,0.01,0.73,0.4,0.82,1.83,0,0.92,0,1.01,2.01,0,1
701,algo,41,2,5,76,44,32,24.98,14.4,12.4,1,44,0.01,0.15,10,0,0,3,0,10,0,0,10,0,0,1,0,0,0,0,4,0,0,0,1,0.24,0.45,0.45,1.28,0.01,0.73,0.4,0.82,1.83,0,0.92,0,1.01,2.01,0,1
702,algo,9,2,0,49,29,20,28.12,18.5,19,1,21,0.01,0.08,3,0,0,4,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.22,0.45,0.45,0.82,0,0.63,0.4,0.82,1.69,0,0.86,0,1.01,2.01,0,1
703,algo,50,8,2,91,55,36,11.92,9.64,6.2,1,41,0.04,0.12,15,1,0,9,0,5,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0.1,0.45,0.45,1.53,0.01,0.81,0.4,0.82,1.88,0,0.94,0,1.01,2.01,0,1
704,algo,52,2,2,91,55,36,11.92,9.35,6.19,1,41,0.03,0.42,15,1,0,9,0,5,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0.1,0.45,0.44,1.53,0.03,0.81,0.4,0.82,1.88,0,0.94,0,1.01,2.01,0,1
705,algo,56,28,0,66,43,23,21.57,18.6,11.6,1,30,0.01,0.08,5,3,0,7,0,6,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.45,0.45,1.11,0,0.69,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
706,algo,5,2,0,15,7,8,14.38,8,8,1,5,0.02,0.08,2,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.45,0.45,0.25,0,0.53,0.4,0.82,1.76,0,0.89,0,1.01,2.01,0,1
707,algo,76,8,1,85,47,38,16.19,13.9,10.2,2,44,0.04,0.11,16,2,0,8,0,9,0,0,9,0,0,9,0,0,0,0,1,0,0,0,0,0.12,0.45,0.45,1.43,0.01,0.78,0.4,0.82,1.94,0,0.97,0,1.01,2.01,0,1
708,algo,76,22,1,85,47,38,16.17,12.73,9.36,2,44,0.04,0.46,16,2,0,8,0,9,0,0,9,0,0,9,0,0,0,0,1,0,0,0,0,0.12,0.45,0.44,1.43,0.03,0.78,0.4,0.82,1.94,0,0.97,0,1.01,2.01,0,1
709,algo,11,2,0,70,40,30,34.23,28.5,21.5,2,16,0.01,0.02,0,0,0,2,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.45,0.45,1.18,0,0.71,0.4,0.82,1.68,0,0.86,0,1.01,2.01,0,1
710,algo,12,1,0,70,40,30,34.05,20,14.67,2,16,0.02,0.15,0,0,0,2,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.45,0.45,1.18,0,0.71,0.4,0.82,1.68,0,0.86,0,1.01,2.01,0,1
711,algo,88,4,0,42,27,15,16.04,13.5,9.25,2,32,0.03,0.13,8,6,0,11,0,6,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.45,0.71,0,0.6,0.4,0.82,1.9,0,0.95,0,1.01,2.01,0,1
712,algo,88,90,0,44,27,17,16.03,12.8,8.2,2,34,0.04,0.31,8,6,0,11,0,6,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.43,0.78,0.03,0.62,0.4,0.82,1.9,0,0.95,0.23,0.98,2.01,0.03,1
713,algo,104,10,4,76,44,32,12.52,9.31,8,1,40,0.02,0.04,8,4,0,11,0,8,0,1,7,1,0,2,0,0,0,0,1,0,0,0,3,0.09,0.45,0.45,1.28,0.01,0.73,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
714,algo,104,100,4,76,44,32,12.51,8.79,7.71,1,40,0.01,0.15,8,4,0,11,0,8,0,1,7,1,0,2,0,0,0,0,1,0,0,0,3,0.09,0.46,0.43,1.31,0.06,0.74,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
715,algo,248,34,0,74,44,30,16.28,11.83,10.17,1,24,0.01,0.02,2,5,0,90,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0.01,0.45,0.45,1.24,0.01,0.73,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
716,algo,248,2,0,74,44,30,16.26,10.29,9.43,1,24,0.01,0.05,2,5,0,90,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0.01,0.45,0.45,1.26,0.01,0.73,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
717,algo,248,466,0,74,44,30,16.24,9.38,8.38,1,24,0.02,0.15,2,5,0,90,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0.01,0.45,0.45,1.28,0.01,0.73,0.4,0.82,1.92,0,0.95,0,1.01,2.01,0,1
718,algo,12,4,0,15,7,8,14.38,8,8,2,5,0.02,0.08,2,0,0,6,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.45,0.25,0,0.53,0.4,0.82,1.79,0,0.9,0,1.01,2.01,0,1
719,matrix-docker-ansible-deploy,29,26,4,436,279,157,132.11,161,53,28,226,0.01,0.02,0,0,0,8,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0.21,0.57,0.73,1.81,0,0.91,0.28,0.91,1.7,0,0.87,0,1,2,0,1
720,matrix-docker-ansible-deploy,127,5,1,412,255,157,82.25,95.62,28.25,5,263,0.01,0.02,0,5,0,10,0,13,0,1,0,13,0,0,0,0,0,0,0,1,0,0,0,0.11,0.57,0.73,1.71,0,0.87,0.28,0.91,1.97,0,0.98,0,1,2,0,1
721,matrix-docker-ansible-deploy,69,25,0,28,28,0,49.79,52,0,18,86,0.14,0.01,0,0,0,8,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.09,0.57,0.73,0.12,0,0.49,0.28,0.91,1.96,0,0.98,0,1,2,0,1
722,matrix-docker-ansible-deploy,69,46,0,28,28,0,49.72,30.5,0.5,22,86,0.2,0.03,0,0,0,10,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0.09,0.58,0.72,0.15,0.02,0.5,0.28,0.91,1.96,0,0.98,0,1,2,0,1
723,matrix-docker-ansible-deploy,47,4,0,9,4,5,12.85,6,7,5,214,0.01,0.01,0,2,0,9,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.11,0.57,0.73,0.04,0,0.47,0.28,0.91,1.92,0,0.96,0,1,2,0,1
724,matrix-docker-ansible-deploy,37,10,0,18,9,9,12.86,7,7.5,6,223,0.02,0.03,0,1,0,9,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.11,0.59,0.7,0.09,0.04,0.49,0.28,0.91,1.92,0,0.96,0.23,0.97,2,0.03,1
725,matrix-docker-ansible-deploy,42,5,0,18,9,9,12.84,5,6,6,223,0.02,0.03,0,1,0,8,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.12,0.59,0.69,0.1,0.05,0.49,0.28,0.91,1.92,0,0.96,0.23,0.97,2,0.03,1
726,matrix-docker-ansible-deploy,28,20,0,407,251,156,311,411,211,3,228,0,0,0,0,0,12,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.57,0.73,1.69,0,0.86,0.28,0.91,1.92,0,0.96,0,1,2,0,1
727,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,22,367,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.56,0,0.82,0,1,2,0,1
728,matrix-docker-ansible-deploy,20,18,3,423,266,157,117.47,141.4,43.4,3,305,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.7,0,0.87,0,1,2,0,1
729,matrix-docker-ansible-deploy,20,4,3,423,266,157,117.47,141.4,43.4,5,219,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.7,0,0.87,0,1,2,0,1
730,matrix-docker-ansible-deploy,20,18,3,424,266,158,117.44,118.33,37.17,5,220,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.59,0.71,1.75,0.03,0.89,0.28,0.91,1.7,0,0.87,0.08,1,2,0,1
731,matrix-docker-ansible-deploy,29,26,4,436,279,157,132.11,161,53,27,314,0.01,0.02,0,0,0,8,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0.21,0.57,0.73,1.81,0,0.91,0.28,0.91,1.67,0,0.86,0,1,2,0,1
732,matrix-docker-ansible-deploy,24,6,0,422,265,157,207.65,262.5,106,1,202,0.01,0.01,0,1,0,6,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.17,0.57,0.73,1.75,0,0.89,0.28,0.91,1.93,0,0.96,0,1,2,0,1
733,matrix-docker-ansible-deploy,39,2,0,407,251,156,156.5,206.5,105.5,2,171,0.01,0.01,0,0,0,7,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.1,0.57,0.73,1.69,0,0.86,0.28,0.91,1.93,0,0.96,0,1,2,0,1
734,matrix-docker-ansible-deploy,147,13,1,412,255,157,91.19,106.57,32.14,1,310,0.01,0.02,0,4,0,16,0,11,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0.08,0.57,0.73,1.71,0,0.87,0.28,0.91,1.97,0,0.98,0,1,2,0,1
735,matrix-docker-ansible-deploy,50,4,0,411,253,158,87.05,107.4,44.2,2,135,0.01,0.01,0,1,0,8,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0.57,0.73,1.7,0,0.87,0.28,0.91,1.91,0,0.96,0,1,2,0,1
736,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,10,306,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.84,0,0.92,0,1,2,0,1
737,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,19,311,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.61,0,0.83,0,1,2,0,1
738,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,15,365,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.56,0,0.82,0,1,2,0,1
739,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,8,306,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.64,0,0.84,0,1,2,0,1
740,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,10,224,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.61,0,0.83,0,1,2,0,1
741,matrix-docker-ansible-deploy,106,31,0,411,255,156,134.45,163.25,53.5,3,268,0.01,0.01,0,2,0,12,0,9,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.57,0.73,1.7,0,0.87,0.28,0.91,1.96,0,0.98,0,1,2,0,1
742,matrix-docker-ansible-deploy,25,24,4,423,266,157,146.34,176.25,54.25,13,365,0.01,0.02,0,0,0,7,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0.24,0.57,0.73,1.75,0,0.89,0.28,0.91,1.59,0,0.83,0,1,2,0,1
743,matrix-docker-ansible-deploy,41,38,6,436,279,157,132.11,161,53,31,367,0.01,0.02,0,0,0,7,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,6,0.24,0.57,0.73,1.81,0,0.91,0.28,0.91,1.85,0,0.93,0,1,2,0,1
744,matrix-docker-ansible-deploy,41,4,0,408,252,156,189.83,241.5,106,2,171,0.01,0.01,0,1,0,11,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.57,0.73,1.69,0,0.86,0.28,0.91,1.91,0,0.95,0,1,2,0,1
745,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,11,226,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.62,0,0.84,0,1,2,0,1
746,matrix-docker-ansible-deploy,29,24,4,9,4,5,12.85,6,7,3,212,0.01,0.02,0,0,0,8,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0.21,0.57,0.73,0.04,0,0.47,0.28,0.91,1.59,0,0.83,0,1,2,0,1
747,matrix-docker-ansible-deploy,20,18,3,423,266,157,146.34,176.25,54.25,42,366,0.01,0.02,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0.2,0.57,0.73,1.75,0,0.89,0.28,0.91,1.56,0,0.82,0,1,2,0,1
748,matrix-docker-ansible-deploy,39,2,0,9,4,5,12.85,6,7,4,214,0.01,0.01,0,1,0,18,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.57,0.73,0.04,0,0.47,0.28,0.91,1.93,0,0.97,0,1,2,0,1
749,matrix-docker-ansible-deploy,34,7,0,18,9,9,12.86,7,7.5,4,223,0.02,0.03,0,1,0,16,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.59,0.7,0.09,0.04,0.49,0.28,0.91,1.93,0,0.97,0.23,0.97,2,0.03,1
