instances,source,feature_iac_file_loc,feature_iac_file_churn,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_avg_play_size,feature_file_avg_task_size,feature_file_num_plays,feature_file_num_tasks,feature_file_num_commands,feature_file_num_blocks,feature_file_num_Distinctmodules,feature_file_num_ExternalModules,feature_file_num_FactModules,feature_file_num_Paths,feature_file_num_Roles,feature_file_num_DeprecatedModules,feature_num_ImportedRoles,feature_num_ImportedPlaybooks,feature_num_ImportedTasks,feature_num_IncludedRoles,feature_num_IncludedVars,feature_num_Includes,feature_num_IncludedTasks,feature_file_num_normalized_resources,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
363,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
364,ansible-nas,41,14,0,118,57,61,31.4,28.4,14.6,3,103,0.06,0.23,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.67,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
365,ansible-nas,41,6,0,118,57,61,31.37,23.83,12.33,3,103,0.05,0.75,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.67,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
366,ansible-nas,43,6,0,30,18,12,14.16,10,5,3,103,0.03,0.5,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.17,0,0.49,0.34,0.84,1.99,0,0.99,0,1,2,0,1
367,ansible-nas,21,3,1,5,5,0,3.94,4,0,5,332,1,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.45,0.38,0.03,0,0.02,0.34,0.84,1.75,0,0.89,0,1,2,0,1
368,ansible-nas,20,3,1,5,5,0,4.04,15.33,0,37,332,0.5,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
369,ansible-nas,20,4,1,5,5,0,4.51,54.5,0.25,163,332,0.5,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.78,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
370,ansible-nas,20,2,1,5,5,0,4.62,52.4,0.2,164,332,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
371,ansible-nas,10,2,1,6,4,2,6.84,5,2,87,238,0.03,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,0.03,0,0.47,0.34,0.84,1.98,0,0.99,0,1,2,0,1
372,ansible-nas,10,2,1,177,150,27,89,151,27,87,332,0.03,0.12,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.98,0,0.99,0,1,2,0,1
373,ansible-nas,44,72,0,138,64,74,42,33.83,22.33,3,103,0.05,0.38,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.78,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
374,ansible-nas,43,1,0,138,64,74,42.08,44.57,22.43,3,103,0.07,1,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.41,0.25,1.11,0.35,0.67,0.34,0.84,1.99,0,0.99,0,1,2,0,1
375,ansible-nas,6,2,0,14,10,4,7.68,6,2,2,97,0.02,0.25,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.38,0.08,0,0.48,0.34,0.84,1.86,0,0.93,0,1,2,0,1
376,ansible-nas,17,3,1,177,150,27,89,151,27,2,332,0.03,0.25,0,1,14,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.24,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
377,ansible-nas,6,2,0,177,150,27,89,151,27,1,345,0.03,0.12,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.38,1,0,0.63,0.34,0.84,0.97,0,0.66,0,1,2,0,1
378,ansible-nas,46,6,0,122,61,61,31.96,30.6,13,3,103,0.05,0.75,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.69,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
379,ansible-nas,52,88,0,123,62,61,38.76,37.5,15.75,2,103,0.04,0.25,0,0,0,26,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
380,ansible-nas,51,1,0,123,62,61,38.89,51.8,17.2,2,103,0.05,0.75,0,0,0,26,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.41,0.25,1.06,0.34,0.66,0.34,0.84,1.99,0,0.99,0,1,2,0,1
381,ansible-nas,49,1,0,258,190,68,56.73,71,22.25,3,103,0.05,0.38,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,1.46,0,0.76,0.34,0.84,1.99,0,0.99,0,1,2,0,1
382,ansible-nas,48,1,0,258,190,68,56.7,64.4,17.8,3,103,0.05,0.75,0,0,0,23,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.33,1.56,0.23,0.82,0.34,0.84,1.99,0,0.99,0,1,2,0,1
383,ansible-nas,19,3,1,3,3,0,3.94,4,0,76,332,1,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,0.02,0,0.01,0.34,0.84,1.75,0,0.89,0,1,2,0,1
384,ansible-nas,18,3,1,3,3,0,4.13,21,0,108,332,0.5,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
385,ansible-nas,18,4,1,3,3,0,5.07,71.33,0.33,234,332,0.5,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.78,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
386,ansible-nas,18,2,1,3,3,0,5.28,64.5,0.25,235,332,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
387,ansible-nas,42,1,0,258,190,68,45.58,57,17.8,3,103,0.07,1,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,1.46,0,0.76,0.34,0.84,1.99,0,0.99,0,1,2,0,1
388,ansible-nas,18,3,1,177,150,27,89,151,27,86,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
389,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
390,ansible-nas,45,71,0,21,9,12,20.59,10,12,3,103,0,0,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.12,0,0.48,0.34,0.84,1.99,0,0.99,0,1,2,0,1
391,ansible-nas,44,1,0,21,9,12,21.21,59.5,17.5,3,103,0.02,0.25,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.41,0.25,0.65,0.34,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
392,ansible-nas,48,1,0,258,190,68,56.97,71,22.5,3,103,0.04,0.5,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,1.46,0,0.76,0.34,0.84,1.99,0,0.99,0,1,2,0,1
393,ansible-nas,19,6,1,177,150,27,89,151,27,86,345,0.03,0.12,0,1,16,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
394,ansible-nas,18,3,1,177,150,27,88.64,85.5,15.5,91,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1.05,0,0.64,0.34,0.84,1.75,0,0.89,0,1,2,0,1
395,ansible-nas,44,6,0,124,60,64,30.61,24.38,15.5,2,101,0.05,0.75,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
396,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
397,ansible-nas,42,1,0,268,197,71,37.26,42,15.12,4,103,0.09,1.25,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,1.52,0.01,0.78,0.34,0.84,1.99,0,0.99,0,1,2,0,1
398,ansible-nas,10,2,1,3,3,0,3.94,4,0,87,332,0.5,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,0.02,0,0.01,0.34,0.84,1.98,0,0.99,0,1,2,0,1
399,ansible-nas,21,3,1,5,5,0,3.94,4,0,85,345,1,0.12,3,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.45,0.38,0.03,0,0.02,0.34,0.84,1.75,0,0.89,0,1,2,0,1
400,ansible-nas,20,3,1,5,5,0,4.04,15.33,0,116,345,0.5,0.5,3,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
401,ansible-nas,20,4,1,5,5,0,4.51,54.5,0.25,243,345,0.5,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.78,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
402,ansible-nas,20,2,1,5,5,0,4.62,52.4,0.2,244,345,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
403,ansible-nas,10,2,1,177,150,27,89,151,27,87,332,0.03,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.98,0,0.99,0,1,2,0,1
404,ansible-nas,53,84,0,21,9,12,10.79,5.5,6,1,103,0.02,0.12,0,1,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.12,0,0.48,0.34,0.84,1.99,0,0.99,0,1,2,0,1
405,ansible-nas,50,7,0,21,9,12,11.13,40,11.67,1,103,0.04,0.25,0,1,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.41,0.25,0.65,0.34,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
406,ansible-nas,49,1,0,21,9,12,11.11,30.75,8.75,1,103,0.04,0.5,0,1,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.41,0.25,0.65,0.34,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
407,ansible-nas,39,1,0,277,196,81,53.41,53.14,25.71,4,103,0.05,0.75,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,1.57,0.01,0.8,0.34,0.84,1.99,0,0.99,0,1,2,0,1
408,ansible-nas,45,6,0,138,64,74,42.16,33.83,22.5,3,103,0.04,0.5,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.78,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
409,ansible-nas,5,8,4,10,4,6,12.49,5,8,1,103,0.02,0.25,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0.8,0.45,0.38,0.06,0,0.47,0.34,0.84,1.4,0,0.77,0,1,2,0,1
410,ansible-nas,19,24,0,1,0,1,1.49,1,0.5,3,103,0.5,0.12,0,0,0,8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.21,0.45,0.38,0.01,0,0,0.34,0.84,1.99,0,0.99,0,1,2,0,1
411,ansible-nas,18,3,1,177,150,27,89,151,27,85,327,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
412,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
413,ansible-nas,10,2,1,177,150,27,89,151,27,87,332,0.03,0.12,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.98,0,0.99,0,1,2,0,1
414,ansible-nas,42,68,0,138,64,74,41.67,33.83,22,3,103,0.05,0.38,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.78,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
415,ansible-nas,41,1,0,138,64,74,41.75,44.57,22.14,3,103,0.07,1,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.41,0.25,1.11,0.35,0.67,0.34,0.84,1.99,0,0.99,0,1,2,0,1
416,ansible-nas,43,6,0,141,67,74,38.34,30.12,19.5,3,103,0.04,0.5,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.8,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
417,ansible-nas,19,6,1,177,150,27,89,151,27,76,332,0.03,0.12,0,1,16,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
418,ansible-nas,18,3,1,177,150,27,88.64,85.5,15.5,81,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1.05,0,0.64,0.34,0.84,1.75,0,0.89,0,1,2,0,1
419,ansible-nas,69,118,0,118,57,61,34.97,33.5,15.75,4,103,0.03,0.25,0,0,0,32,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,0.67,0,0.57,0.34,0.84,1.99,0,1,0,1,2,0,1
420,ansible-nas,68,7,0,119,57,62,34.98,33.8,14.2,4,103,0.04,0.75,0,0,0,32,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.44,0.32,0.8,0.15,0.6,0.34,0.84,1.99,0,1,0.08,1,2,0,1
421,ansible-nas,19,3,1,3,3,0,3.94,4,0,75,332,1,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,0.02,0,0.01,0.34,0.84,1.75,0,0.89,0,1,2,0,1
422,ansible-nas,18,3,1,3,3,0,4.13,21,0,107,332,0.5,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
423,ansible-nas,18,4,1,3,3,0,5.07,71.33,0.33,233,332,0.5,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.78,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
424,ansible-nas,18,2,1,3,3,0,5.28,64.5,0.25,234,332,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
425,ansible-nas,21,3,1,6,4,2,4.41,3.5,1,85,324,0.03,0.12,3,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.45,0.38,0.03,0,0.47,0.34,0.84,1.75,0,0.89,0,1,2,0,1
426,ansible-nas,20,3,1,6,4,2,4.51,15,0.67,117,324,0.05,0.5,3,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.33,0.22,0.22,0.52,0.34,0.84,1.75,0,0.89,0,1,2,0,1
427,ansible-nas,20,4,1,6,4,2,4.97,54.25,0.75,244,324,0.05,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.8,0.46,0.62,0.34,0.84,1.75,0,0.89,0,1,2,0,1
428,ansible-nas,20,2,1,6,4,2,5.08,52.2,0.6,245,324,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.8,0.46,0.62,0.34,0.84,1.75,0,0.89,0,1,2,0,1
429,ansible-nas,39,39,0,177,150,27,89,151,27,3,103,0,0,0,0,0,17,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,1,0,0.63,0.34,0.84,1.99,0,0.99,0,1,2,0,1
430,ansible-nas,40,1,0,177,150,27,88.52,76,14.5,3,103,0.03,0.08,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.37,1.01,0.01,0.63,0.34,0.84,1.99,0,0.99,0,1,2,0,1
431,ansible-nas,57,2,0,177,150,27,86.17,22.57,4.29,4,103,0.04,0.5,0,1,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07,0.45,0.37,1.01,0.02,0.63,0.34,0.84,1.99,0,0.99,0,1,2,0,1
432,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,3,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
433,ansible-nas,18,4,1,177,150,27,89.47,161.5,14,230,345,0.05,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
434,ansible-nas,18,2,1,177,150,27,89.22,122.33,9.33,231,345,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
435,ansible-nas,37,60,0,124,60,64,38.78,33.4,19.2,3,103,0.05,0.38,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,0.7,0,0.57,0.34,0.84,1.98,0,0.99,0,1,2,0,1
436,ansible-nas,36,1,0,125,60,65,38.78,33.67,17.33,3,103,0.07,1,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.44,0.32,0.83,0.15,0.6,0.34,0.84,1.98,0,0.99,0.08,1,2,0,1
437,ansible-nas,21,3,1,6,4,2,4.41,3.5,1,3,238,0.03,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.45,0.38,0.03,0,0.47,0.34,0.84,1.75,0,0.89,0,1,2,0,1
438,ansible-nas,20,3,1,6,4,2,4.51,15,0.67,28,238,0.05,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.33,0.22,0.22,0.52,0.34,0.84,1.75,0,0.89,0,1,2,0,1
439,ansible-nas,20,4,1,6,4,2,4.97,54.25,0.75,94,238,0.05,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.8,0.46,0.62,0.34,0.84,1.75,0,0.89,0,1,2,0,1
440,ansible-nas,20,2,1,6,4,2,5.08,52.2,0.6,95,238,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.8,0.46,0.62,0.34,0.84,1.75,0,0.89,0,1,2,0,1
441,ansible-nas,49,82,0,138,64,74,47.8,37,25.67,4,103,0.04,0.25,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.78,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
442,ansible-nas,48,1,0,138,64,74,47.88,47.29,25.29,5,103,0.05,0.75,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.41,0.25,1.11,0.35,0.67,0.34,0.84,1.99,0,0.99,0,1,2,0,1
443,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,3,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
444,ansible-nas,18,4,1,177,150,27,89.47,161.5,14,230,345,0.05,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
445,ansible-nas,18,2,1,177,150,27,89.22,122.33,9.33,231,345,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
446,ansible-nas,18,3,1,177,150,27,89,151,27,74,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
447,ansible-nas,19,3,1,6,5,1,3.61,3.33,0.33,75,332,1,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,0.03,0,0.02,0.34,0.84,1.75,0,0.89,0,1,2,0,1
448,ansible-nas,18,3,1,6,5,1,3.68,12,0.25,107,332,0.5,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
449,ansible-nas,18,4,1,6,5,1,3.99,44,0.4,233,332,0.5,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
450,ansible-nas,18,2,1,6,5,1,4.07,44,0.33,234,332,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
451,ansible-nas,10,2,1,177,150,27,89,151,27,87,238,0.03,0.12,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.98,0,0.99,0,1,2,0,1
452,ansible-nas,33,50,0,73,36,37,26.71,18.33,14,4,104,0.02,0.12,0,0,0,15,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.45,0.38,0.41,0,0.53,0.34,0.84,1.99,0,0.99,0,1,2,0,1
453,ansible-nas,32,1,0,74,36,38,26.74,22.5,12.5,4,104,0.04,0.5,0,0,0,14,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.44,0.32,0.59,0.15,0.56,0.34,0.84,1.99,0,0.99,0.08,1,2,0,1
454,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
455,ansible-nas,36,53,0,3,0,3,2.96,1,2,1,104,0.02,0.12,0,1,0,16,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,0.02,0,0.46,0.34,0.84,1.99,0,0.99,0,1,2,0,1
456,ansible-nas,35,3,0,3,0,3,3.09,14,4.33,1,104,0.05,0.5,0,1,0,16,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.44,0.32,0.25,0.15,0.5,0.34,0.84,1.99,0,0.99,0,1,2,0,1
457,ansible-nas,84,142,0,5,1,4,5.88,2,4,2,106,0.02,0.12,0,0,0,42,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.38,0.03,0,0.47,0.34,0.84,1.99,0,1,0,1,2,0,1
458,ansible-nas,82,2,0,5,1,4,6.58,55.5,13.5,2,106,0.04,0.5,0,0,0,41,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.41,0.25,0.61,0.34,0.56,0.34,0.84,1.99,0,1,0,1,2,0,1
459,ansible-nas,45,1,0,262,194,68,48.81,60.2,18,3,103,0.05,0.75,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1.48,0.01,0.77,0.34,0.84,1.99,0,0.99,0,1,2,0,1
460,ansible-nas,25,3,1,177,150,27,89,151,27,8,332,0.03,0.25,0,2,21,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
